input_compound_id,smiles,canonical_smiles,success,error_message
1208952,CC[C@H](C)[C@H](NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)C1CSC(=N1)C(N)C(C)CC)C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(=O)N)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc4ccccc4)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC,,False,number of non-H atoms 100 exceeds limit of 100 for smiles CC[C@H](C)[C@H](NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)C1CSC(=N1)C(N)C(C)CC)C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(=O)N)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@@H](Cc4ccccc4)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC
428882,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O,,False,number of non-H atoms 114 exceeds limit of 100 for smiles CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)O
2140481,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)NCCOCCOCCNC(=O)N(CCNC(=O)NCCOCCOCCNS(=O)(=O)c5cccc(c5)[C@@H]6CN(C)Cc7c(Cl)cc(Cl)cc67)CCNC(=O)NCCOCCOCCNS(=O)(=O)c8cccc(c8)[C@@H]9CN(C)Cc%10c(Cl)cc(Cl)cc9%10,,False,number of non-H atoms 117 exceeds limit of 100 for smiles CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)NCCOCCOCCNC(=O)N(CCNC(=O)NCCOCCOCCNS(=O)(=O)c5cccc(c5)[C@@H]6CN(C)Cc7c(Cl)cc(Cl)cc67)CCNC(=O)NCCOCCOCCNS(=O)(=O)c8cccc(c8)[C@@H]9CN(C)Cc%10c(Cl)cc(Cl)cc9%10
2126176,CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)NCCN(CCNC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)C(=O)NCCOCCOCCNC(=O)c6ccc(cc6)c7ccc(Cl)cc7)c8cc(Cl)cc(Cl)c8C1,,False,number of non-H atoms 102 exceeds limit of 100 for smiles CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)NCCN(CCNC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)C(=O)NCCOCCOCCNC(=O)c6ccc(cc6)c7ccc(Cl)cc7)c8cc(Cl)cc(Cl)c8C1
650180,CC(C)C[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](CS)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(=O)O,,False,number of non-H atoms 115 exceeds limit of 100 for smiles CC(C)C[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](CS)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)Cc1cnc[nH]1)[C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3ccccc3)C(=O)O
650179,CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](N)Cc4c[nH]c5ccccc45)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,,False,number of non-H atoms 130 exceeds limit of 100 for smiles CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](N)Cc4c[nH]c5ccccc45)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O
650112,CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)Cc2c[nH]c3ccccc23)C(C)C)[C@@H](C)O)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)O,,False,number of non-H atoms 129 exceeds limit of 100 for smiles CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)Cc2c[nH]c3ccccc23)C(C)C)[C@@H](C)O)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)O
2195974,COc1cc(ccc1NC(=O)[C@@H]2N[C@@H](CC(C)(C)C)[C@@](C#N)([C@H]2c3cccc(Cl)c3F)c4ccc(Cl)cc4F)C(=O)OCOC(=O)NCC(=O)OCc5ccccc5.COc6cc(ccc6NC(=O)[C@@H]7N[C@@H](CC(C)(C)C)[C@@](C#N)([C@H]7c8cccc(Cl)c8F)c9ccc(Cl)cc9F)C(=O)OC(C)OC(=O)N[C@@H](CCC(=O)OCc%10ccccc%10)C(=O)OCc%11ccccc%11,,False,number of non-H atoms 129 exceeds limit of 100 for smiles COc1cc(ccc1NC(=O)[C@@H]2N[C@@H](CC(C)(C)C)[C@@](C#N)([C@H]2c3cccc(Cl)c3F)c4ccc(Cl)cc4F)C(=O)OCOC(=O)NCC(=O)OCc5ccccc5.COc6cc(ccc6NC(=O)[C@@H]7N[C@@H](CC(C)(C)C)[C@@](C#N)([C@H]7c8cccc(Cl)c8F)c9ccc(Cl)cc9F)C(=O)OC(C)OC(=O)N[C@@H](CCC(=O)OCc%10ccccc%10)C(=O)OCc%11ccccc%11
1513891,C[C@@H](O)[C@H](NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc3ccccc3)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc4cc5ccccc5[nH]4)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)C)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCCCCCC(=O)NCCCCCC(=O)N[C@@H](CCCCNC(=O)c6ccc7c(c6)C(=O)OC78C9C=CC(=CC9Oc%10cc(O)ccc8%10)O)C(=O)N,,False,number of non-H atoms 176 exceeds limit of 100 for smiles C[C@@H](O)[C@H](NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc3ccccc3)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc4cc5ccccc5[nH]4)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)C)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCCCCCC(=O)NCCCCCC(=O)N[C@@H](CCCCNC(=O)c6ccc7c(c6)C(=O)OC78C9C=CC(=CC9Oc%10cc(O)ccc8%10)O)C(=O)N
1513893,C[C@@H](O)[C@H](NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc3ccccc3)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](CCCNC(=N)N)NC(=O)C)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N,,False,number of non-H atoms 118 exceeds limit of 100 for smiles C[C@@H](O)[C@H](NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc3ccccc3)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@H](CCCNC(=N)N)NC(=O)C)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N
1513892,NC(=N)NCCC[C@H](NC(=O)COCCOCCOCCNC(=O)c1ccc2c(c1)C(=O)OC23c4ccc(O)cc4Oc5cc(O)ccc35)C(=O)N[C@@H](Cc6cc7ccccc7[nH]6)C(=O)N[C@H]8CCCCCCCCNC(=O)[C@@H]9CCCN9C(=O)[C@H](CCCNC(=N)N)NC(=O)C%10(CCC%10)NC(=O)[C@@H]%11CCCN%11C(=O)[C@H](Cc%12cc(F)cc(F)c%12)NC8=O,,False,number of non-H atoms 123 exceeds limit of 100 for smiles NC(=N)NCCC[C@H](NC(=O)COCCOCCOCCNC(=O)c1ccc2c(c1)C(=O)OC23c4ccc(O)cc4Oc5cc(O)ccc35)C(=O)N[C@@H](Cc6cc7ccccc7[nH]6)C(=O)N[C@H]8CCCCCCCCNC(=O)[C@@H]9CCCN9C(=O)[C@H](CCCNC(=N)N)NC(=O)C%10(CCC%10)NC(=O)[C@@H]%11CCCN%11C(=O)[C@H](Cc%12cc(F)cc(F)c%12)NC8=O
674509,CC[C@H](C)[C@H](N)C1=N[C@@H](CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(=O)N)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc4ccccc4)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC,,False,number of non-H atoms 100 exceeds limit of 100 for smiles CC[C@H](C)[C@H](N)C1=N[C@@H](CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(=O)N)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc4ccccc4)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC
2225901,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)CCC(=O)NCCCOCCOCCOCCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)C(C)C)C(=O)N[C@@H](CCCCNC(=O)CC(Sc3ccc4ccccc4c3)C(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc5ccc(O)cc5)C(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N,,False,number of non-H atoms 115 exceeds limit of 100 for smiles CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)CCC(=O)NCCCOCCOCCOCCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)C(C)C)C(=O)N[C@@H](CCCCNC(=O)CC(Sc3ccc4ccccc4c3)C(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc5ccc(O)cc5)C(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N
2204371,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)CCC(=O)NCCCOCCOCCOCCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)C(C)C)C(=O)N[C@@H](CCCCNC(=O)C[C@H](Sc3ccc4ccccc4c3)C(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc5ccc(O)cc5)C(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N,,False,number of non-H atoms 115 exceeds limit of 100 for smiles CC(C)C[C@H](NC(=O)[C@@H](NC(=O)CNC(=O)CCC(=O)NCCCOCCOCCOCCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12)C(C)C)C(=O)N[C@@H](CCCCNC(=O)C[C@H](Sc3ccc4ccccc4c3)C(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc5ccc(O)cc5)C(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N
1786130,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c([O-])c4c(O)c(NC(=O)\C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C)c(C[NH2+]CCCN5CCN(CCC[NH2+]Cc6c(O)c7c8C(=O)[C@@]9(C)O\C=C\[C@H](OC)[C@@H](C)[C@@H](OC(=O)C)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)\C=C\C=C(\C)/C(=O)Nc6c(O)c7c([O-])c(C)c8O9)CC5)c(O)c4c3C2=O,,False,number of non-H atoms 116 exceeds limit of 100 for smiles CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c([O-])c4c(O)c(NC(=O)\C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C)c(C[NH2+]CCCN5CCN(CCC[NH2+]Cc6c(O)c7c8C(=O)[C@@]9(C)O\C=C\[C@H](OC)[C@@H](C)[C@@H](OC(=O)C)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)\C=C\C=C(\C)/C(=O)Nc6c(O)c7c([O-])c(C)c8O9)CC5)c(O)c4c3C2=O
310733,CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(cs%12)C(=O)NC(CN(C)CCN(C)C)C(=O)N)[C@@H](C)O)\C,,False,number of non-H atoms 105 exceeds limit of 100 for smiles CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(cs%12)C(=O)NC(CN(C)CCN(C)C)C(=O)N)[C@@H](C)O)\C
310703,CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(cs%12)C(=O)NC(CN%13CCCC%13)C(=O)N)[C@@H](C)O)\C,,False,number of non-H atoms 103 exceeds limit of 100 for smiles CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(cs%12)C(=O)NC(CN%13CCCC%13)C(=O)N)[C@@H](C)O)\C
310743,CNCC(NC(=O)c1csc(n1)c2nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc(n8)\C(=C(\C)/OC)\NC(=O)[C@@H](NC(=O)c9csc(n9)c3cc2O)[C@@H](C)O)c%10nc(cs%10)C(=O)N5)[C@H](O[C@H]%11C[C@](C)(O)[C@@H]([C@H](C)O%11)N(C)C)C(=O)OCc%12cccc(c7%12)n6O)C(=O)N,,False,number of non-H atoms 100 exceeds limit of 100 for smiles CNCC(NC(=O)c1csc(n1)c2nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc(n8)\C(=C(\C)/OC)\NC(=O)[C@@H](NC(=O)c9csc(n9)c3cc2O)[C@@H](C)O)c%10nc(cs%10)C(=O)N5)[C@H](O[C@H]%11C[C@](C)(O)[C@@H]([C@H](C)O%11)N(C)C)C(=O)OCc%12cccc(c7%12)n6O)C(=O)N
310735,CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(cs%12)C(=O)NC(CN(CCO)CCO)C(=O)N)[C@@H](C)O)\C,,False,number of non-H atoms 105 exceeds limit of 100 for smiles CO\C(=C/1\NC(=O)[C@@H](NC(=O)c2csc(n2)c3cc(O)c(nc3c4csc(n4)[C@@H]5COC(=O)c6c7CO[C@@H]([C@H](NC(=O)c8csc1n8)c9nc(cs9)C(=O)N5)[C@H](O[C@H]%10C[C@](C)(O)[C@@H]([C@H](C)O%10)N(C)C)C(=O)OCc%11cccc(c7%11)n6O)c%12nc(cs%12)C(=O)NC(CN(CCO)CCO)C(=O)N)[C@@H](C)O)\C
601985,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@H](COCc7ccccc7)NC(=O)CNC(=O)[C@H](CCC(=O)N)NC(=O)[C@@H]8CCCN8C(=O)[C@H](CCC(=O)O)NC(=O)C)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,,False,number of non-H atoms 104 exceeds limit of 100 for smiles COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@H](COCc7ccccc7)NC(=O)CNC(=O)[C@H](CCC(=O)N)NC(=O)[C@@H]8CCCN8C(=O)[C@H](CCC(=O)O)NC(=O)C)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO
601986,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@H](COCc7ccccc7)NC(=O)CNC(=O)[C@H](CCCN)NC(=O)NC(=O)[C@@H]8CCCN8C(=O)[C@H](CCC(=O)O)NC(=O)C)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,,False,number of non-H atoms 106 exceeds limit of 100 for smiles COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@H](COCc7ccccc7)NC(=O)CNC(=O)[C@H](CCCN)NC(=O)NC(=O)[C@@H]8CCCN8C(=O)[C@H](CCC(=O)O)NC(=O)C)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO
601995,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H]7CCCN7C(=O)c8cc(cc(c8)S(=O)(=O)O)S(=O)(=O)O)[C@@H](C)OCc9ccccc9)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,,False,number of non-H atoms 106 exceeds limit of 100 for smiles COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H]7CCCN7C(=O)c8cc(cc(c8)S(=O)(=O)O)S(=O)(=O)O)[C@@H](C)OCc9ccccc9)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO
601991,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@H](COCc7ccccc7)NC(=O)CNC(=O)[C@H](CCC(=O)N)NC(=O)[C@@H]8CCCN8C(=O)c9ccccc9S(=O)(=O)O)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,,False,number of non-H atoms 104 exceeds limit of 100 for smiles COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@H](COCc7ccccc7)NC(=O)CNC(=O)[C@H](CCC(=O)N)NC(=O)[C@@H]8CCCN8C(=O)c9ccccc9S(=O)(=O)O)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO
601990,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@H](COCc7ccccc7)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]8CCCN8C(=O)[C@H](CC(=O)O)NC(=O)C)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,,False,number of non-H atoms 102 exceeds limit of 100 for smiles COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@H](COCc7ccccc7)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]8CCCN8C(=O)[C@H](CC(=O)O)NC(=O)C)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO
601987,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@H](COCc7ccccc7)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]8CCCN8C(=O)[C@H](CCC(=O)O)NC(=O)C)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,,False,number of non-H atoms 103 exceeds limit of 100 for smiles COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@H](COCc7ccccc7)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]8CCCN8C(=O)[C@H](CCC(=O)O)NC(=O)C)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO
601992,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@H](COCc7ccccc7)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]8CCCN8C(=O)c9ccccc9S(=O)(=O)O)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO,,False,number of non-H atoms 103 exceeds limit of 100 for smiles COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc6ccc(O)cc6)NC(=O)[C@H](COCc7ccccc7)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H]8CCCN8C(=O)c9ccccc9S(=O)(=O)O)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO
