input_compound_id,smiles,canonical_smiles,success,error_message
2141010,CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCOCCNC(=O)CCN(CCC(=O)NCCOCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)CCC(=O)NCCOCCOCCOCCNS(=O)(=O)c6cccc(c6)[C@@H]7CN(C)Cc8c(Cl)cc(Cl)cc78)c9cc(Cl)cc(Cl)c9C1,,False,number of non-H atoms 118 exceeds limit of 100 for smiles CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCOCCNC(=O)CCN(CCC(=O)NCCOCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)CCC(=O)NCCOCCOCCOCCNS(=O)(=O)c6cccc(c6)[C@@H]7CN(C)Cc8c(Cl)cc(Cl)cc78)c9cc(Cl)cc(Cl)c9C1
2163843,CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)CCC(CCC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)(CCC(=O)NCCOCCOCCNS(=O)(=O)c6cccc(c6)[C@@H]7CN(C)Cc8c(Cl)cc(Cl)cc78)NC(=O)NCCN9CCOCC9)c%10cc(Cl)cc(Cl)c%10C1,,False,number of non-H atoms 121 exceeds limit of 100 for smiles CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)CCC(CCC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)(CCC(=O)NCCOCCOCCNS(=O)(=O)c6cccc(c6)[C@@H]7CN(C)Cc8c(Cl)cc(Cl)cc78)NC(=O)NCCN9CCOCC9)c%10cc(Cl)cc(Cl)c%10C1
2149951,CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)CCC(CCC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)(CCC(=O)NCCOCCOCCNS(=O)(=O)c6cccc(c6)[C@@H]7CN(C)Cc8c(Cl)cc(Cl)cc78)NC(=O)N[C@@H](CO)C(=O)O)c9cc(Cl)cc(Cl)c9C1,,False,number of non-H atoms 119 exceeds limit of 100 for smiles CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)CCC(CCC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)(CCC(=O)NCCOCCOCCNS(=O)(=O)c6cccc(c6)[C@@H]7CN(C)Cc8c(Cl)cc(Cl)cc78)NC(=O)N[C@@H](CO)C(=O)O)c9cc(Cl)cc(Cl)c9C1
2168220,CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)CCC(CCC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)(CCC(=O)NCCOCCOCCNS(=O)(=O)c6cccc(c6)[C@@H]7CN(C)Cc8c(Cl)cc(Cl)cc78)NC(=O)NC(CO)CO)c9cc(Cl)cc(Cl)c9C1,,False,number of non-H atoms 118 exceeds limit of 100 for smiles CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)CCC(CCC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)(CCC(=O)NCCOCCOCCNS(=O)(=O)c6cccc(c6)[C@@H]7CN(C)Cc8c(Cl)cc(Cl)cc78)NC(=O)NC(CO)CO)c9cc(Cl)cc(Cl)c9C1
2171715,NC(=Nc1nc(c2cccc(c2)N3CCN(CCOCCOCCNC(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNC(=O)NCCOCCOCCN4CCN(CC4)c5cccc(c5)c6nc(N=C(N)N)nc7ccc(Cl)cc67)CC3)c8cc(Cl)ccc8n1)N,,False,number of non-H atoms 106 exceeds limit of 100 for smiles NC(=Nc1nc(c2cccc(c2)N3CCN(CCOCCOCCNC(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNC(=O)NCCOCCOCCN4CCN(CC4)c5cccc(c5)c6nc(N=C(N)N)nc7ccc(Cl)cc67)CC3)c8cc(Cl)ccc8n1)N
2144630,NC(=Nc1nc(c2ccc(cc2)N3CCN(CCOCCOCCOCCNC(=O)NCCOCCOCCNC(=O)CN(CCN(CC(=O)O)CC(=O)NCCOCCOCCNC(=O)NCCOCCOCCOCCN4CCN(CC4)c5ccc(cc5)c6nc(N=C(N)N)nc7ccc(Cl)cc67)CC(=O)O)CC3)c8cc(Cl)ccc8n1)N,,False,number of non-H atoms 120 exceeds limit of 100 for smiles NC(=Nc1nc(c2ccc(cc2)N3CCN(CCOCCOCCOCCNC(=O)NCCOCCOCCNC(=O)CN(CCN(CC(=O)O)CC(=O)NCCOCCOCCNC(=O)NCCOCCOCCOCCN4CCN(CC4)c5ccc(cc5)c6nc(N=C(N)N)nc7ccc(Cl)cc67)CC(=O)O)CC3)c8cc(Cl)ccc8n1)N
2143716,CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)CC(O)(CC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)C(=O)NCCOCCOCCNS(=O)(=O)c6cccc(c6)[C@@H]7CN(C)Cc8c(Cl)cc(Cl)cc78)c9cc(Cl)cc(Cl)c9C1,,False,number of non-H atoms 106 exceeds limit of 100 for smiles CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)CC(O)(CC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)C(=O)NCCOCCOCCNS(=O)(=O)c6cccc(c6)[C@@H]7CN(C)Cc8c(Cl)cc(Cl)cc78)c9cc(Cl)cc(Cl)c9C1
2195969,CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)CCC(N)(CCC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)CCC(=O)NCCOCCOCCNS(=O)(=O)c6cccc(c6)[C@@H]7CN(C)Cc8c(Cl)cc(Cl)cc78)c9cc(Cl)cc(Cl)c9C1,,False,number of non-H atoms 110 exceeds limit of 100 for smiles CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)CCC(N)(CCC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)CCC(=O)NCCOCCOCCNS(=O)(=O)c6cccc(c6)[C@@H]7CN(C)Cc8c(Cl)cc(Cl)cc78)c9cc(Cl)cc(Cl)c9C1
2145265,CCN(CCOCCOCCNC(=O)NCCCN(CCCNC(=O)NCCOCCOCCN(CC)S(=O)(=O)c1cccc(c1)[C@@H]2CN(C)Cc3c(Cl)cc(Cl)cc23)CCCNC(=O)NCCOCCOCCN(CC)S(=O)(=O)c4cccc(c4)[C@@H]5CN(C)Cc6c(Cl)cc(Cl)cc56)S(=O)(=O)c7cccc(c7)[C@@H]8CN(C)Cc9c(Cl)cc(Cl)cc89,,False,number of non-H atoms 121 exceeds limit of 100 for smiles CCN(CCOCCOCCNC(=O)NCCCN(CCCNC(=O)NCCOCCOCCN(CC)S(=O)(=O)c1cccc(c1)[C@@H]2CN(C)Cc3c(Cl)cc(Cl)cc23)CCCNC(=O)NCCOCCOCCN(CC)S(=O)(=O)c4cccc(c4)[C@@H]5CN(C)Cc6c(Cl)cc(Cl)cc56)S(=O)(=O)c7cccc(c7)[C@@H]8CN(C)Cc9c(Cl)cc(Cl)cc89
2101978,CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)CCC(CCC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)(CCC(=O)NCCOCCOCCNS(=O)(=O)c6cccc(c6)[C@@H]7CN(C)Cc8c(Cl)cc(Cl)cc78)NC(=O)NC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)c9cc(Cl)cc(Cl)c9C1,,False,number of non-H atoms 124 exceeds limit of 100 for smiles CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)CCC(CCC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)(CCC(=O)NCCOCCOCCNS(=O)(=O)c6cccc(c6)[C@@H]7CN(C)Cc8c(Cl)cc(Cl)cc78)NC(=O)NC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)c9cc(Cl)cc(Cl)c9C1
2174653,CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)NCCCC(CCCNC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)(CCCNC(=O)NCCOCCOCCNS(=O)(=O)c6cccc(c6)[C@@H]7CN(C)Cc8c(Cl)cc(Cl)cc78)NC(=O)COCC(=O)O)c9cc(Cl)cc(Cl)c9C1,,False,number of non-H atoms 124 exceeds limit of 100 for smiles CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)NCCCC(CCCNC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)(CCCNC(=O)NCCOCCOCCNS(=O)(=O)c6cccc(c6)[C@@H]7CN(C)Cc8c(Cl)cc(Cl)cc78)NC(=O)COCC(=O)O)c9cc(Cl)cc(Cl)c9C1
2183209,CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)NCCN(CCNC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)CCNC(=O)NCCOCCOCCNS(=O)(=O)c6cccc(c6)[C@@H]7CN(C)Cc8c(Cl)cc(Cl)cc78)c9cc(Cl)cc(Cl)c9C1,,False,number of non-H atoms 112 exceeds limit of 100 for smiles CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)NCCN(CCNC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)CCNC(=O)NCCOCCOCCNS(=O)(=O)c6cccc(c6)[C@@H]7CN(C)Cc8c(Cl)cc(Cl)cc78)c9cc(Cl)cc(Cl)c9C1
2159388,CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)CCN(CCC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)CCC(=O)NCCOCCOCCNS(=O)(=O)c6cccc(c6)[C@@H]7CN(C)Cc8c(Cl)cc(Cl)cc78)c9cc(Cl)cc(Cl)c9C1,,False,number of non-H atoms 109 exceeds limit of 100 for smiles CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)CCN(CCC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)CCC(=O)NCCOCCOCCNS(=O)(=O)c6cccc(c6)[C@@H]7CN(C)Cc8c(Cl)cc(Cl)cc78)c9cc(Cl)cc(Cl)c9C1
2107347,CN(CCOCCOCCNS(=O)(=O)c1cccc(c1)[C@@H]2CN(C)Cc3c(Cl)cc(Cl)cc23)C(=O)NCCCN(CCCNC(=O)N(C)CCOCCOCCNS(=O)(=O)c4cccc(c4)[C@@H]5CN(C)Cc6c(Cl)cc(Cl)cc56)CCCNC(=O)N(C)CCOCCOCCNS(=O)(=O)c7cccc(c7)[C@@H]8CN(C)Cc9c(Cl)cc(Cl)cc89,,False,number of non-H atoms 118 exceeds limit of 100 for smiles CN(CCOCCOCCNS(=O)(=O)c1cccc(c1)[C@@H]2CN(C)Cc3c(Cl)cc(Cl)cc23)C(=O)NCCCN(CCCNC(=O)N(C)CCOCCOCCNS(=O)(=O)c4cccc(c4)[C@@H]5CN(C)Cc6c(Cl)cc(Cl)cc56)CCCNC(=O)N(C)CCOCCOCCNS(=O)(=O)c7cccc(c7)[C@@H]8CN(C)Cc9c(Cl)cc(Cl)cc89
2114589,CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)CN(CCOCCOCCN(CC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)CC(=O)NCCOCCOCCNS(=O)(=O)c6cccc(c6)[C@@H]7CN(C)Cc8c(Cl)cc(Cl)cc78)CC(=O)NCCOCCOCCNS(=O)(=O)c9cccc(c9)[C@@H]%10CN(C)Cc%11c(Cl)cc(Cl)cc%10%11)c%12cc(Cl)cc(Cl)c%12C1,,False,number of non-H atoms 150 exceeds limit of 100 for smiles CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)CN(CCOCCOCCN(CC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)CC(=O)NCCOCCOCCNS(=O)(=O)c6cccc(c6)[C@@H]7CN(C)Cc8c(Cl)cc(Cl)cc78)CC(=O)NCCOCCOCCNS(=O)(=O)c9cccc(c9)[C@@H]%10CN(C)Cc%11c(Cl)cc(Cl)cc%10%11)c%12cc(Cl)cc(Cl)c%12C1
2106672,CN(CCCN(CCCN(C)C(=O)NCCOCCOCCNS(=O)(=O)c1cccc(c1)[C@@H]2CN(C)Cc3c(Cl)cc(Cl)cc23)CCCN(C)C(=O)NCCOCCOCCNS(=O)(=O)c4cccc(c4)[C@@H]5CN(C)Cc6c(Cl)cc(Cl)cc56)C(=O)NCCOCCOCCNS(=O)(=O)c7cccc(c7)[C@@H]8CN(C)Cc9c(Cl)cc(Cl)cc89,,False,number of non-H atoms 118 exceeds limit of 100 for smiles CN(CCCN(CCCN(C)C(=O)NCCOCCOCCNS(=O)(=O)c1cccc(c1)[C@@H]2CN(C)Cc3c(Cl)cc(Cl)cc23)CCCN(C)C(=O)NCCOCCOCCNS(=O)(=O)c4cccc(c4)[C@@H]5CN(C)Cc6c(Cl)cc(Cl)cc56)C(=O)NCCOCCOCCNS(=O)(=O)c7cccc(c7)[C@@H]8CN(C)Cc9c(Cl)cc(Cl)cc89
2120047,CN(CC(=O)NCCOCCOCCNC(=O)NCCOCCOCCN1CCN(CC1)c2cccc(c2)c3nc(NC(=N)N)nc4ccc(Cl)cc34)CC(=O)NCCOCCOCCNC(=O)NCCOCCOCCN5CCN(CC5)c6cccc(c6)c7nc(NC(=N)N)nc8ccc(Cl)cc78,,False,number of non-H atoms 104 exceeds limit of 100 for smiles CN(CC(=O)NCCOCCOCCNC(=O)NCCOCCOCCN1CCN(CC1)c2cccc(c2)c3nc(NC(=N)N)nc4ccc(Cl)cc34)CC(=O)NCCOCCOCCNC(=O)NCCOCCOCCN5CCN(CC5)c6cccc(c6)c7nc(NC(=N)N)nc8ccc(Cl)cc78
2150479,CN(C)CC(=O)NC(CCC(=O)NCCOCCOCCNS(=O)(=O)c1cccc(c1)[C@@H]2CN(C)Cc3c(Cl)cc(Cl)cc23)(CCC(=O)NCCOCCOCCNS(=O)(=O)c4cccc(c4)[C@@H]5CN(C)Cc6c(Cl)cc(Cl)cc56)CCC(=O)NCCOCCOCCNS(=O)(=O)c7cccc(c7)[C@@H]8CN(C)Cc9c(Cl)cc(Cl)cc89,,False,number of non-H atoms 116 exceeds limit of 100 for smiles CN(C)CC(=O)NC(CCC(=O)NCCOCCOCCNS(=O)(=O)c1cccc(c1)[C@@H]2CN(C)Cc3c(Cl)cc(Cl)cc23)(CCC(=O)NCCOCCOCCNS(=O)(=O)c4cccc(c4)[C@@H]5CN(C)Cc6c(Cl)cc(Cl)cc56)CCC(=O)NCCOCCOCCNS(=O)(=O)c7cccc(c7)[C@@H]8CN(C)Cc9c(Cl)cc(Cl)cc89
2104679,CNC(=O)NC(CCC(=O)NCCOCCOCCNS(=O)(=O)c1cccc(c1)[C@@H]2CN(C)Cc3c(Cl)cc(Cl)cc23)(CCC(=O)NCCOCCOCCNS(=O)(=O)c4cccc(c4)[C@@H]5CN(C)Cc6c(Cl)cc(Cl)cc56)CCC(=O)NCCOCCOCCNS(=O)(=O)c7cccc(c7)[C@@H]8CN(C)Cc9c(Cl)cc(Cl)cc89,,False,number of non-H atoms 114 exceeds limit of 100 for smiles CNC(=O)NC(CCC(=O)NCCOCCOCCNS(=O)(=O)c1cccc(c1)[C@@H]2CN(C)Cc3c(Cl)cc(Cl)cc23)(CCC(=O)NCCOCCOCCNS(=O)(=O)c4cccc(c4)[C@@H]5CN(C)Cc6c(Cl)cc(Cl)cc56)CCC(=O)NCCOCCOCCNS(=O)(=O)c7cccc(c7)[C@@H]8CN(C)Cc9c(Cl)cc(Cl)cc89
2152600,CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)CCC(CCC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)(CCC(=O)NCCOCCOCCNS(=O)(=O)c6cccc(c6)[C@@H]7CN(C)Cc8c(Cl)cc(Cl)cc78)NC(=O)NCP(=O)(O)O)c9cc(Cl)cc(Cl)c9C1,,False,number of non-H atoms 118 exceeds limit of 100 for smiles CN1C[C@@H](c2cccc(c2)S(=O)(=O)NCCOCCOCCNC(=O)CCC(CCC(=O)NCCOCCOCCNS(=O)(=O)c3cccc(c3)[C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc45)(CCC(=O)NCCOCCOCCNS(=O)(=O)c6cccc(c6)[C@@H]7CN(C)Cc8c(Cl)cc(Cl)cc78)NC(=O)NCP(=O)(O)O)c9cc(Cl)cc(Cl)c9C1
447056,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)O,,False,number of non-H atoms 112 exceeds limit of 100 for smiles CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)O
461322,CSCC[C@H](NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc3ccccc3)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc4ccc(O)cc4)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc5ccc(O)cc5)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCCN)C(=O)N,,False,number of non-H atoms 284 exceeds limit of 100 for smiles CSCC[C@H](NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](N)Cc3ccccc3)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc4ccc(O)cc4)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc5ccc(O)cc5)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CCCCN)C(=O)N
24939,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N6CCC[C@H]6C(=O)N[C@@H](C(C)C)C(=O)N,,False,number of non-H atoms 118 exceeds limit of 100 for smiles CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N6CCC[C@H]6C(=O)N[C@@H](C(C)C)C(=O)N
321634,CSCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc3c[nH]cn3)C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc5c[nH]c6ccccc56)C(=O)NCC(=O)N[C@@H](CO)C(=O)N7CCC[C@H]7C(=O)N8CCC[C@H]8C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)O)C(=O)O,,False,number of non-H atoms 188 exceeds limit of 100 for smiles CSCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](C)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc3c[nH]cn3)C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc5c[nH]c6ccccc56)C(=O)NCC(=O)N[C@@H](CO)C(=O)N7CCC[C@H]7C(=O)N8CCC[C@H]8C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)O)C(=O)O
1376054,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N6CCC[C@H]6C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N7CCC[C@H]7C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc8ccc(O)cc8)C(=O)N9CCC[C@H]9C(=O)O,,False,number of non-H atoms 208 exceeds limit of 100 for smiles CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N6CCC[C@H]6C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N7CCC[C@H]7C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc8ccc(O)cc8)C(=O)N9CCC[C@H]9C(=O)O
243654,CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(C)C)C(=O)NCC(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc6ccccc6)C(=O)NCC(=O)O,,False,number of non-H atoms 112 exceeds limit of 100 for smiles CSCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(C)C)C(=O)NCC(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](Cc6ccccc6)C(=O)NCC(=O)O
